"","x"
"657",3.65949125665798
"658",2.93566953095377
"659",3.42261424841621
"660",3.36011514360177
"661",3.30163304118112
"662",3.54005326014709
"663",3.06358378087964
"664",4.37622445827219
"665",2.57311030124382
"666",3.97220989744456
"667",4.04101371559954
"668",3.605879493139
"669",4.53053441407078
"670",3.26202844383389
"671",2.21878130906661
"672",3.93998969976735
"673",2.44850743892869
"674",4.42059229295848
"675",4.23834795511171
"676",4.46223275473388
"677",3.00155685692955
"678",4.68254184096252
"679",3.32452152176635
"680",3.32755860848232
"681",2.49000671657418
"682",4.62752524345975
"683",4.60505895429296
"684",4.22130958066351
"685",4.04632578261621
"686",3.49300098679284
"687",3.16597949961581
"688",4.20840909580061
"689",3.1486284199263
"690",4.22021967828714
"691",3.098140912901
"692",3.42989571148929
"693",4.46222473769609
"694",4.03657805220267
"695",4.70715918327637
"696",2.74862676045305
"697",4.00230836654511
"698",3.32535455980091
"699",4.0913715423727
"700",3.83006836523699
"701",3.96181937646086
"702",2.72659180940069
"703",3.79912952441828
"704",4.67418219613825
"705",4.29385390624764
"706",3.16296407045153
"707",4.03822911944196
"708",4.06261916420167
"709",4.56572655636573
"710",3.05143265825982
"711",3.61500246839036
"712",3.05325646490471
"713",2.58924320508667
"714",2.9651906253951
"715",2.58836456186732
"716",4.46132536670659
"717",3.42448983459848
"718",3.63982834462978
"719",4.36592394984419
"720",2.69206454411017
"721",3.07561335769402
"722",3.02483708368427
"723",3.84467551300487
"724",3.36880219057966
"725",3.80426850303474
"726",3.11933613403306
"727",2.98229268300518
"728",3.53192610766332
"729",3.73980682353053
"730",2.97675336145618
"731",3.62948690795636
"732",2.76686870679
"733",3.52999747955763
"734",3.48844570154968
"735",4.39559731392069
"736",3.61187380509766
"737",2.98845705261219
"738",4.55753741593842
"739",2.87028590135316
"740",4.67926936741245
"741",3.16124252969524
"742",3.22172759007455
"743",3.71000498309166
"744",3.06314796502956
"745",1.80937247129959
"746",3.37332449897361
"747",3.47092472677467
"748",3.00655453244158
"749",4.99187270076399
"750",2.38807832227288
"751",3.1261162132603
"752",2.98745338985228
"753",3.66961561882835
"754",2.45869542376315
"755",3.80444571579627
"756",4.58885237779241
"757",2.13239099829935
"758",4.56633735102537
"759",4.1960894453647
"760",4.00223006053489
"761",3.84456299159303
"762",3.35173788542479
"763",3.3974210556416
"764",3.2615981955198
"765",3.56040977624927
"766",3.62768967221947
"767",3.72652104066832
"768",2.86913878895029
"769",3.51663789911479
"770",3.46740656581649
"771",3.3606356941738
"772",3.46151443864674
"773",4.37268624476841
"774",3.86328575905441
"775",3.93688628576073
"776",3.87737390317624
"777",3.7483599114892
"778",3.7851491605107
"779",3.0504146499806
"780",3.14873708060622
"781",3.39525196299579
"782",3.75007516503175
"783",3.23857677349121
"784",4.21664877410783
"785",3.70936204879956
"786",3.51036696745878
"787",3.89134157648635
"788",4.46644349062301
"789",3.67088881215312
"790",4.00700555115508
"791",4.19295105730395
"792",4.16728726306474
"793",1.0176594889732
"794",2.89985940963256
"795",3.36114817787291
"796",3.7071514281642
"797",4.17025438909317
"798",3.41532555418183
"799",3.91157632383342
"800",4.43022218814875
"801",4.74521272775034
"802",3.64523100499716
"803",4.09307619262066
"804",3.0068023907531
"805",3.58367348737561
"806",3.38954249536337
"807",3.76856667599963
"808",3.08641926611719
"809",4.23802479299662
"810",3.10031128716203
"811",3.55909807760877
"812",4.06726073889661
"813",3.07396927888205
"814",4.42373350894976
"815",4.58459215315286
"816",3.43951630974402
"817",4.86713915854439
"818",2.98772969835386
"819",3.60947873774081
"820",2.23289212575191
"821",2.80507559504167
"822",2.45513519447629
"823",4.34463182192019
"824",3.37793589961533
"825",3.65894471278034
"826",4.34253895479616
"827",3.32292570683789
"828",3.44645161381744
"829",3.60184594870159
"830",2.73846132983821
"831",3.78400194006389
"832",4.18620552746536
"833",3.48473329623782
"834",3.50006858206763
"835",4.39942034763108
"836",4.1794262534631
"837",3.19867613054381
"838",3.38526686995916
"839",4.19180759525333
"840",3.67324197475671
"841",3.28580912538258
"842",3.20156686137718
"843",4.02132614170221
"844",4.58945172080964
"845",3.4094555300808
"846",4.40176286744427
"847",3.26587017480918
"848",4.38757498256769
"849",3.61191158185999
"850",3.48856600983925
"851",3.35797032187944
"852",4.39445822774844
"853",3.79411258900362
"854",3.08467483505135
"855",3.75574856189766
"856",3.54795618074225
"857",3.4614264415657
"858",4.26396370570443
"859",2.97483750290867
"860",4.28071843032057
"861",4.0587039297469
"862",4.75470922332092
"863",3.25030527752878
"864",4.0925997697475
"865",4.75274548954396
"866",3.72501703990132
"867",4.66413067778111
"868",4.36621077408984
"869",2.36163738470615
"870",2.88690773772624
"871",3.91321652327664
"872",4.07669731459082
"873",4.03551876526763
"874",2.67433762806942
"875",2.94841410214573
"876",4.77290787530019
"877",3.70388716258392
"878",3.05317000075568
"879",2.99874856688907
"880",4.01069329540447
"881",3.83514091236127
"882",4.36437164148554
"883",3.08910747158422
"884",3.56445701540598
"885",4.48262508682001
"886",3.15573611192106
"887",3.0122532064885
"888",3.36737807283615
"889",2.98875606270018
"890",3.51503320212127
"891",3.62026182924483
"892",2.41407680000164
"893",3.43232106427237
"894",3.01359585975474
"895",3.40660436381286
"896",4.10737402451173
"897",3.83192043369097
"898",3.43625985501421
"899",3.02236754541317
"900",3.66809492028646
"901",3.71601018210314
"902",2.85607980583995
"903",3.43783757282789
"904",3.29242742591193
"905",3.19324457919837
"906",4.19372392803345
"907",3.9333012800465
"908",3.4007299628155
"909",2.47427543836876
"910",2.50715659970962
"911",3.99258300003355
"912",3.03235047075607
"913",3.01417157306208
"914",3.49431931927488
"915",3.79217680980675
"916",4.00278427475634
"917",3.11011937805939
"918",3.39409129465191
"919",3.99579434668611
"920",3.60286572961883
"921",3.96024828411762
"922",3.83338875708429
"923",3.71119658226914
"924",2.98456232844325
"925",3.78027527674083
"926",5
"927",3.31308323301793
"928",4.09297360882256
"929",3.04896650478429
"930",4.06704496339928
"931",3.53550318108551
"932",3.45455047557846
"933",3.43775233047564
"934",3.5031595651768
"935",3.10276614359787
"936",4.21487566425668
"937",3.46902553976765
"938",2.39017384293128
"939",4.59329625213972
"940",3.42727735544171
"941",4.1511643291942
"942",2.96909643101032
"943",4.31248861033907
"944",3.74749239816776
"945",4.20492036440136
"946",3.1742418885235
"947",3.68579380036146
"948",2.4632347324061
"949",3.46553051286457
"950",3.86093980975332
"951",3.87589494709702
"952",2.81904023240194
"953",3.09259860824786
"954",3.40318946537194
"955",3.65278299049403
"956",4.41933506419049
"957",4.10894256395023
"958",3.49099335952311
"959",3.22673202868364
"960",3.12053412427814
"961",3.16725277120842
"962",3.82088142908977
"963",3.80146148282747
"964",3.39816854923303
"965",4.0183962062162
"966",3.25353173019891
"967",4.05330513767745
"968",3.06154558973641
"969",3.33864781828287
"970",4.57547223698703
"971",4.4511926821678
"972",3.36274748672439
"973",3.76753511133341
"974",3.35869179642726
"975",3.28957378983575
"976",4.40242721252706
"977",3.71966231810614
"978",2.84167840029585
"979",1.9347162954549
"980",4.47308866442591
"981",3.06764767158846
"982",2.95660309750117
"983",3.85704628164119
"984",3.2392867675435
"985",3.59567279290015
"986",3.88812159262783
"987",3.98594950891561
"988",3.86741186353001
"989",3.22901408613726
"990",4.58340132127315
"991",4.3397081085153
"992",4.16486752358005
"993",3.20498109042849
"994",3.90774893391826
"995",2.18538056856755
"996",5
"997",3.65702074583897
"998",4.08283894133935
"999",4.09654790303365
"1000",3.99353089580916
"1001",3.82749482874305
"1002",3.88644115446879
"1003",4.92255874666024
"1004",2.55329715465617
"1005",3.52846182089439
"1006",3.50646193235207
"1007",3.47087603373643
"1008",3.37899411756631
"1009",3.43522589680133
"1010",3.85891206880947
"1011",4.21488354868292
"1012",3.57606757630608
"1013",2.28293149822631
"1014",3.62603003146655
"1015",3.44106958481864
"1016",3.60109842568567
"1017",3.89086188037044
"1018",3.94025543293022
"1019",2.92502708764978
"1020",3.17126389674697
"1021",3.69232144452004
"1022",3.43943839882251
"1023",4.46691221423284
"1024",4.01941364474709
"1025",4.34573725499725
"1026",3.54871298937743
"1027",3.45099098233825
"1028",2.99996602065206
"1029",4.61538794262312
"1030",3.16244772287159
"1031",4.41378194615985
"1032",4.63343976718115
"1033",3.48073534583561
"1034",4.2903420229348
"1035",2.89296088538076
"1036",3.59659820451588
"1037",3.6772032794653
"1038",3.17430243402252
"1039",3.9651474472516
"1040",2.6038732731422
"1041",2.48192790562295
"1042",3.66286518752851
"1043",2.96621875249572
"1044",3.39319895545439
"1045",4.11099319522238
"1046",3.42222060002827
"1047",3.08402336507227
"1048",2.83105748738756
"1049",2.91124040830127
"1050",3.90145749069127
"1051",3.96498101102946
"1052",4.0814259557741
"1053",2.9526287302222
"1054",3.782256933828
"1055",4.46232214941474
"1056",3.22958969456564
"1057",4.0787568158803
"1058",4.35198876003078
"1059",2.85460357974375
"1060",3.72390822176898
"1061",3.73263363233591
"1062",3.88156060680882
"1063",3.40373102200716
"1064",4.22210985969272
"1065",4.38579954099983
"1066",3.45280115785315
"1067",1.83727523793453
"1068",3.61283609508028
"1069",3.48635462212397
"1070",4.27432399458944
"1071",3.22600145059799
"1072",3.48937873388678
"1073",2.60315019196731
"1074",3.47802217977044
"1075",3.34936104673465
"1076",4.15120781240199
"1077",3.53541200076438
"1078",4.19148261637736
"1079",3.95938552011915
"1080",3.29048010581294
"1081",4.82662803100262
"1082",3.69668828627393
"1083",4.35169552051779
"1084",4.27388627675243
"1085",3.84245173756529
"1086",3.51108955514004
"1087",3.89491213274432
"1088",4.53268943683014
"1089",4.50843587125099
"1090",3.68063456203846
"1091",4.65686726159963
"1092",3.78691366657118
"1093",3.00236977186337
"1094",3.94877367315696
"1095",3.77264796196408
"1096",3.4738979309546
"1097",3.77735675598902
"1098",3.54112649477337
"1099",3.65774271753786
"1100",3.63482815923095
"1101",4.47450441627095
"1102",3.28135418404793
"1103",2.96147751227183
"1104",4.27299378466499
"1105",3.42654739969116
"1106",3.64767701838454
"1107",3.78957778796737
"1108",3.92387435848461
"1109",3.93389447076786
"1110",3.49804779679422
"1111",3.98579982846769
"1112",3.50167256311646
"1113",3.6724251661115
"1114",3.07704446182768
"1115",4.33783401650855
"1116",3.52405486891546
"1117",3.90348249993659
"1118",3.40334519240213
"1119",3.78542788382874
"1120",3.57567778584727
"1121",4.29986742075492
"1122",3.7763440071894
"1123",3.7694299043387
"1124",3.17737226294148
"1125",3.02218832337138
"1126",4.97526204044015
"1127",4.01032932922933
"1128",4.30049558897131
"1129",4.03632359904954
"1130",3.60253335821479
"1131",4.07773387747484
"1132",4.06013194567126
"1133",3.51609686064534
"1134",4.23309076780659
"1135",3.47378545874322
"1136",2.70102696312631
"1137",3.04416728980209
"1138",2.58582705688525
"1139",3.83689602608276
"1140",3.81843181286513
"1141",4.85818660140828
"1142",4.5997840810121
"1143",3.15279564349506
"1144",4.04010316888979
"1145",4.10410242740022
"1146",2.84093169201994
"1147",3.77850640388417
"1148",3.33102145471482
"1149",3.12331768322664
"1150",4.11371591121349
"1151",3.53812369462658
"1152",3.36935991567945
"1153",4.066218651106
"1154",3.29017699004975
"1155",3.36895573393451
"1156",2.86652140746744
"1157",3.83056393813892
"1158",3.20655402845423
"1159",2.55584275572272
"1160",2.41506523122647
"1161",3.58871871023461
"1162",2.98804976443191
"1163",4.24172079070762
"1164",3.95540560235698
"1165",3.47771654708474
"1166",3.55135295794314
"1167",3.43831401122167
"1168",3.91967367530434
"1169",4.78876513285963
"1170",4.15381955071815
"1171",3.57142487480017
"1172",3.71851250263691
"1173",4.09604319571575
"1174",2.91664932209851
"1175",3.17093075059279
"1176",4.13271073405506
"1177",2.773757242008
"1178",2.66649110792
"1179",3.67392276462897
"1180",1.62046800973972
"1181",3.75583411507398
"1182",3.00470790586077
"1183",3.00715834795993
"1184",4.23264377918025
"1185",4.0963046615215
"1186",3.2826397579902
"1187",4.42464229974894
"1188",2.88984012086735
"1189",3.13529415232843
"1190",4.29495450113401
"1191",3.74305857190906
"1192",2.73347509461311
"1193",3.83713057399625
"1194",3.76205581919991
"1195",4.05138775424976
"1196",3.51973183676249
"1197",2.49441030469063
"1198",3.98114164805918
"1199",2.69144235443934
"1200",3.70245078472157
"1201",3.62048227725791
"1202",3.66744421995832
"1203",3.17112797678054
"1204",4.38592314891266
"1205",3.09163754811593
"1206",3.86723155207951
"1207",3.86824210946737
"1208",3.4237040523536
"1209",4.03721947238837
"1210",3.33985698843629
"1211",3.24459504881756
"1212",3.91985526680362
"1213",3.76076769141367
"1214",3.76268135650491
"1215",3.94723593747073
"1216",4.0389061590703
"1217",3.27299446552701
"1218",3.51177200924659
"1219",3.98943899786342
"1220",4.11671714646173
"1221",4.65719505252159
"1222",2.37623663060347
"1223",3.24188928085121
"1224",3.99235211951323
"1225",3.63996517096859
"1226",3.52855098413603
"1227",3.6574695095078
"1228",3.71414184225246
"1229",3.29218065192803
"1230",3.07999554694235
"1231",4.02770006741039
"1232",2.97427705302223
"1233",4.09133067951077
"1234",3.79757711373119
"1235",3.50313161609949
"1236",4.71819041993798
"1237",2.91359863246961
"1238",3.58935213886373
"1239",3.65694398007018
"1240",3.70809909003242
"1241",3.18345318472119
"1242",4.20425456072944
"1243",3.73165361036962
"1244",4.03378161268412
"1245",3.30768595521154
"1246",5
"1247",3.58352433295559
"1248",4.63915929409006
"1249",3.26365741884522
"1250",3.44716300774611
"1251",4.11316679245354
